CONTRY;CHANGED;USER;CCPU;CCPU_CHANGES;DCPU;DCPU_CHANGES;RCPU;RCPU_CHANGES;X010;X010T_CHANGES;X200_FLASH_TURBE;X200T_CHANGES
Danmark;04-06-2009;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.00.31;Problem with printout fixed     ”SVN Grrrrr….. ? ”Motorcycle test fixed;P9.95 L1;(Only L1)---The printout for the Danish car inspection has changed. -	The ovality reference has change from ex. 30% -> +/-15%.-	The total test deceleration is removed.Corrections in the P0 calculation “Only DK”Acceleration due to gravity is change from 0.0982 to 0.0981.  ---When going into service mode, the X200 will start sending realtime data to the PC every 50mS. It was very difficult to adjust the weight from the PC screen with sending data only every 200mS.A standard BM Source Code Cleaning is done to get more space :o).
England;04-06-2009;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.00.31;Problem with printout fixed     ”SVN Grrrrr….. ? ”Motorcycle test fixed;P9.94B L2;NxPeak filter is now added to the live calculation of imbalance.Address 177 is added [Max CLS Load] 0: Not active1 – 15: Active (example 6=6000kg).The default values of following addresses have changed:Address 202 = 30 to 25Address 216 = 30 to 40Address 219 = 50 to 75Code optimization for saving space!Retest function added. After testing an axle, press F1+0 and use the arrow up/down to select the correct axle. New special printout is made for NZ. For NZ the total deceleration for both service and parking will be shown after the test. The eprom will send Ack on reset received from the PC by RS232    Slip warning fixed.Address 78 [Load regulating during brake test]The Address has changed. 0: No (Default) 	- “before Yes”	1: Yes 		- “before No”
Frankrig;04-06-2009;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.00.31;Problem with printout fixed     ”SVN Grrrrr….. ? ”Motorcycle test fixed;P9.95 L1;(Only L1)---The printout for the Danish car inspection has changed. -	The ovality reference has change from ex. 30% -> +/-15%.-	The total test deceleration is removed.Corrections in the P0 calculation “Only DK”Acceleration due to gravity is change from 0.0982 to 0.0981.  ---When going into service mode, the X200 will start sending realtime data to the PC every 50mS. It was very difficult to adjust the weight from the PC screen with sending data only every 200mS.A standard BM Source Code Cleaning is done to get more space :o).
Færøerne;04-06-2009;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.00.31;Problem with printout fixed     ”SVN Grrrrr….. ? ”Motorcycle test fixed;P9.95 L1;(Only L1)---The printout for the Danish car inspection has changed. -	The ovality reference has change from ex. 30% -> +/-15%.-	The total test deceleration is removed.Corrections in the P0 calculation “Only DK”Acceleration due to gravity is change from 0.0982 to 0.0981.  ---When going into service mode, the X200 will start sending realtime data to the PC every 50mS. It was very difficult to adjust the weight from the PC screen with sending data only every 200mS.A standard BM Source Code Cleaning is done to get more space :o).
Holland;04-06-2009;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.00.31;Problem with printout fixed     ”SVN Grrrrr….. ? ”Motorcycle test fixed;P9.95 L1;(Only L1)---The printout for the Danish car inspection has changed. -	The ovality reference has change from ex. 30% -> +/-15%.-	The total test deceleration is removed.Corrections in the P0 calculation “Only DK”Acceleration due to gravity is change from 0.0982 to 0.0981.  ---When going into service mode, the X200 will start sending realtime data to the PC every 50mS. It was very difficult to adjust the weight from the PC screen with sending data only every 200mS.A standard BM Source Code Cleaning is done to get more space :o).
Hong-Kong;04-06-2009;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.00.31;Problem with printout fixed     ”SVN Grrrrr….. ? ”Motorcycle test fixed;P9.94B L2;NxPeak filter is now added to the live calculation of imbalance.Address 177 is added [Max CLS Load] 0: Not active1 – 15: Active (example 6=6000kg).The default values of following addresses have changed:Address 202 = 30 to 25Address 216 = 30 to 40Address 219 = 50 to 75Code optimization for saving space!Retest function added. After testing an axle, press F1+0 and use the arrow up/down to select the correct axle. New special printout is made for NZ. For NZ the total deceleration for both service and parking will be shown after the test. The eprom will send Ack on reset received from the PC by RS232    Slip warning fixed.Address 78 [Load regulating during brake test]The Address has changed. 0: No (Default) 	- “before Yes”	1: Yes 		- “before No”
Irland;04-06-2009;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.00.31;Problem with printout fixed     ”SVN Grrrrr….. ? ”Motorcycle test fixed;P9.94B L2;NxPeak filter is now added to the live calculation of imbalance.Address 177 is added [Max CLS Load] 0: Not active1 – 15: Active (example 6=6000kg).The default values of following addresses have changed:Address 202 = 30 to 25Address 216 = 30 to 40Address 219 = 50 to 75Code optimization for saving space!Retest function added. After testing an axle, press F1+0 and use the arrow up/down to select the correct axle. New special printout is made for NZ. For NZ the total deceleration for both service and parking will be shown after the test. The eprom will send Ack on reset received from the PC by RS232    Slip warning fixed.Address 78 [Load regulating during brake test]The Address has changed. 0: No (Default) 	- “before Yes”	1: Yes 		- “before No”
Israel;04-06-2009;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.00.31;Problem with printout fixed     ”SVN Grrrrr….. ? ”Motorcycle test fixed;P9.94B L2;NxPeak filter is now added to the live calculation of imbalance.Address 177 is added [Max CLS Load] 0: Not active1 – 15: Active (example 6=6000kg).The default values of following addresses have changed:Address 202 = 30 to 25Address 216 = 30 to 40Address 219 = 50 to 75Code optimization for saving space!Retest function added. After testing an axle, press F1+0 and use the arrow up/down to select the correct axle. New special printout is made for NZ. For NZ the total deceleration for both service and parking will be shown after the test. The eprom will send Ack on reset received from the PC by RS232    Slip warning fixed.Address 78 [Load regulating during brake test]The Address has changed. 0: No (Default) 	- “before Yes”	1: Yes 		- “before No”
Italien;04-06-2009;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.00.31;Problem with printout fixed     ”SVN Grrrrr….. ? ”Motorcycle test fixed;P9.95 L1;(Only L1)---The printout for the Danish car inspection has changed. -	The ovality reference has change from ex. 30% -> +/-15%.-	The total test deceleration is removed.Corrections in the P0 calculation “Only DK”Acceleration due to gravity is change from 0.0982 to 0.0981.  ---When going into service mode, the X200 will start sending realtime data to the PC every 50mS. It was very difficult to adjust the weight from the PC screen with sending data only every 200mS.A standard BM Source Code Cleaning is done to get more space :o).
Letland;04-06-2009;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.00.31;Problem with printout fixed     ”SVN Grrrrr….. ? ”Motorcycle test fixed;P9.95 L1;(Only L1)---The printout for the Danish car inspection has changed. -	The ovality reference has change from ex. 30% -> +/-15%.-	The total test deceleration is removed.Corrections in the P0 calculation “Only DK”Acceleration due to gravity is change from 0.0982 to 0.0981.  ---When going into service mode, the X200 will start sending realtime data to the PC every 50mS. It was very difficult to adjust the weight from the PC screen with sending data only every 200mS.A standard BM Source Code Cleaning is done to get more space :o).
Litauen;04-06-2009;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.00.31;Problem with printout fixed     ”SVN Grrrrr….. ? ”Motorcycle test fixed;P9.94B L2;NxPeak filter is now added to the live calculation of imbalance.Address 177 is added [Max CLS Load] 0: Not active1 – 15: Active (example 6=6000kg).The default values of following addresses have changed:Address 202 = 30 to 25Address 216 = 30 to 40Address 219 = 50 to 75Code optimization for saving space!Retest function added. After testing an axle, press F1+0 and use the arrow up/down to select the correct axle. New special printout is made for NZ. For NZ the total deceleration for both service and parking will be shown after the test. The eprom will send Ack on reset received from the PC by RS232    Slip warning fixed.Address 78 [Load regulating during brake test]The Address has changed. 0: No (Default) 	- “before Yes”	1: Yes 		- “before No”
New-Zealand;04-06-2009;KGS;2.00;;D920M;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.00.31;Problem with printout fixed     ”SVN Grrrrr….. ? ”Motorcycle test fixed;P9.94B L2;NxPeak filter is now added to the live calculation of imbalance.Address 177 is added [Max CLS Load] 0: Not active1 – 15: Active (example 6=6000kg).The default values of following addresses have changed:Address 202 = 30 to 25Address 216 = 30 to 40Address 219 = 50 to 75Code optimization for saving space!Retest function added. After testing an axle, press F1+0 and use the arrow up/down to select the correct axle. New special printout is made for NZ. For NZ the total deceleration for both service and parking will be shown after the test. The eprom will send Ack on reset received from the PC by RS232    Slip warning fixed.Address 78 [Load regulating during brake test]The Address has changed. 0: No (Default) 	- “before Yes”	1: Yes 		- “before No”
Norge;04-06-2009;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.00.31;Problem with printout fixed     ”SVN Grrrrr….. ? ”Motorcycle test fixed;P9.75.L4;
Schweitz;04-06-2009;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.00.31;Problem with printout fixed     ”SVN Grrrrr….. ? ”Motorcycle test fixed;P9.83 L3;
Spanien;04-06-2009;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.00.31;Problem with printout fixed     ”SVN Grrrrr….. ? ”Motorcycle test fixed;P9.95 L1;(Only L1)---The printout for the Danish car inspection has changed. -	The ovality reference has change from ex. 30% -> +/-15%.-	The total test deceleration is removed.Corrections in the P0 calculation “Only DK”Acceleration due to gravity is change from 0.0982 to 0.0981.  ---When going into service mode, the X200 will start sending realtime data to the PC every 50mS. It was very difficult to adjust the weight from the PC screen with sending data only every 200mS.A standard BM Source Code Cleaning is done to get more space :o).
Sudan;04-06-2009;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.00.30;Address 9 is added (B-Mode):0= B-Mode not active.1= B-Mode activeB-Mode is using right motorbrake output. So from now on motorbrake is only controlled with one output.Address 69 is added (Ovality in %)0= Ovality in brakeforce (daN)1= Ovality in %2= Ovality in +/- % (Ovality divided by 2)Problem with using IR remote and cable remote at the same time is fixed.If 2 single axles is testet, the eprom knows that it is a motorcycle. Testside in the keypack will now tell is left or right side is testet. (For Lituania "Jonas");P9.94B L2;NxPeak filter is now added to the live calculation of imbalance.Address 177 is added [Max CLS Load] 0: Not active1 – 15: Active (example 6=6000kg).The default values of following addresses have changed:Address 202 = 30 to 25Address 216 = 30 to 40Address 219 = 50 to 75Code optimization for saving space!Retest function added. After testing an axle, press F1+0 and use the arrow up/down to select the correct axle. New special printout is made for NZ. For NZ the total deceleration for both service and parking will be shown after the test. The eprom will send Ack on reset received from the PC by RS232    Slip warning fixed.Address 78 [Load regulating during brake test]The Address has changed. 0: No (Default) 	- “before Yes”	1: Yes 		- “before No”
Sudan;04-06-2009;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.00.31;Problem with printout fixed     ”SVN Grrrrr….. ? ”Motorcycle test fixed;P9.94B L2;NxPeak filter is now added to the live calculation of imbalance.Address 177 is added [Max CLS Load] 0: Not active1 – 15: Active (example 6=6000kg).The default values of following addresses have changed:Address 202 = 30 to 25Address 216 = 30 to 40Address 219 = 50 to 75Code optimization for saving space!Retest function added. After testing an axle, press F1+0 and use the arrow up/down to select the correct axle. New special printout is made for NZ. For NZ the total deceleration for both service and parking will be shown after the test. The eprom will send Ack on reset received from the PC by RS232    Slip warning fixed.Address 78 [Load regulating during brake test]The Address has changed. 0: No (Default) 	- “before Yes”	1: Yes 		- “before No”
Sverige;04-06-2009;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.00.31;Problem with printout fixed     ”SVN Grrrrr….. ? ”Motorcycle test fixed;P9.95 L1;(Only L1)---The printout for the Danish car inspection has changed. -	The ovality reference has change from ex. 30% -> +/-15%.-	The total test deceleration is removed.Corrections in the P0 calculation “Only DK”Acceleration due to gravity is change from 0.0982 to 0.0981.  ---When going into service mode, the X200 will start sending realtime data to the PC every 50mS. It was very difficult to adjust the weight from the PC screen with sending data only every 200mS.A standard BM Source Code Cleaning is done to get more space :o).
Thailand;04-06-2009;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.00.31;Problem with printout fixed     ”SVN Grrrrr….. ? ”Motorcycle test fixed;P9.94B L2;NxPeak filter is now added to the live calculation of imbalance.Address 177 is added [Max CLS Load] 0: Not active1 – 15: Active (example 6=6000kg).The default values of following addresses have changed:Address 202 = 30 to 25Address 216 = 30 to 40Address 219 = 50 to 75Code optimization for saving space!Retest function added. After testing an axle, press F1+0 and use the arrow up/down to select the correct axle. New special printout is made for NZ. For NZ the total deceleration for both service and parking will be shown after the test. The eprom will send Ack on reset received from the PC by RS232    Slip warning fixed.Address 78 [Load regulating during brake test]The Address has changed. 0: No (Default) 	- “before Yes”	1: Yes 		- “before No”
Tyskland;04-06-2009;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.00.31;Problem with printout fixed     ”SVN Grrrrr….. ? ”Motorcycle test fixed;P9.83 L3;
USA;04-06-2009;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.00.31;Problem with printout fixed     ”SVN Grrrrr….. ? ”Motorcycle test fixed;P9.94B L2;NxPeak filter is now added to the live calculation of imbalance.Address 177 is added [Max CLS Load] 0: Not active1 – 15: Active (example 6=6000kg).The default values of following addresses have changed:Address 202 = 30 to 25Address 216 = 30 to 40Address 219 = 50 to 75Code optimization for saving space!Retest function added. After testing an axle, press F1+0 and use the arrow up/down to select the correct axle. New special printout is made for NZ. For NZ the total deceleration for both service and parking will be shown after the test. The eprom will send Ack on reset received from the PC by RS232    Slip warning fixed.Address 78 [Load regulating during brake test]The Address has changed. 0: No (Default) 	- “before Yes”	1: Yes 		- “before No”
VOSA;04-06-2009;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.00.31;Problem with printout fixed     ”SVN Grrrrr….. ? ”Motorcycle test fixed;P9.94B L2;NxPeak filter is now added to the live calculation of imbalance.Address 177 is added [Max CLS Load] 0: Not active1 – 15: Active (example 6=6000kg).The default values of following addresses have changed:Address 202 = 30 to 25Address 216 = 30 to 40Address 219 = 50 to 75Code optimization for saving space!Retest function added. After testing an axle, press F1+0 and use the arrow up/down to select the correct axle. New special printout is made for NZ. For NZ the total deceleration for both service and parking will be shown after the test. The eprom will send Ack on reset received from the PC by RS232    Slip warning fixed.Address 78 [Load regulating during brake test]The Address has changed. 0: No (Default) 	- “before Yes”	1: Yes 		- “before No”
Vietnam;04-06-2009;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.00.31;Problem with printout fixed     ”SVN Grrrrr….. ? ”Motorcycle test fixed;P9.94B L2;NxPeak filter is now added to the live calculation of imbalance.Address 177 is added [Max CLS Load] 0: Not active1 – 15: Active (example 6=6000kg).The default values of following addresses have changed:Address 202 = 30 to 25Address 216 = 30 to 40Address 219 = 50 to 75Code optimization for saving space!Retest function added. After testing an axle, press F1+0 and use the arrow up/down to select the correct axle. New special printout is made for NZ. For NZ the total deceleration for both service and parking will be shown after the test. The eprom will send Ack on reset received from the PC by RS232    Slip warning fixed.Address 78 [Load regulating during brake test]The Address has changed. 0: No (Default) 	- “before Yes”	1: Yes 		- “before No”
England;10-06-2009;SLP / LHL;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.00.31;Problem with printout fixed     ”SVN Grrrrr….. ? ”Motorcycle test fixed;P9.94B L2;NxPeak filter is now added to the live calculation of imbalance.Address 177 is added [Max CLS Load] 0: Not active1 – 15: Active (example 6=6000kg).The default values of following addresses have changed:Address 202 = 30 to 25Address 216 = 30 to 40Address 219 = 50 to 75Code optimization for saving space!Retest function added. After testing an axle, press F1+0 and use the arrow up/down to select the correct axle. New special printout is made for NZ. For NZ the total deceleration for both service and parking will be shown after the test. The eprom will send Ack on reset received from the PC by RS232    Slip warning fixed.Address 78 [Load regulating during brake test]The Address has changed. 0: No (Default) 	- “before Yes”	1: Yes 		- “before No”
ASB(RØD);11-06-2009;KGS;2.00;;B5.05;;RC9.03;;V8.00.32;Problem with F1 button;M5.63;
Australien;11-06-2009;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.00.32;Problem with F1 button;P9.94B L2;NxPeak filter is now added to the live calculation of imbalance.Address 177 is added [Max CLS Load] 0: Not active1 – 15: Active (example 6=6000kg).The default values of following addresses have changed:Address 202 = 30 to 25Address 216 = 30 to 40Address 219 = 50 to 75Code optimization for saving space!Retest function added. After testing an axle, press F1+0 and use the arrow up/down to select the correct axle. New special printout is made for NZ. For NZ the total deceleration for both service and parking will be shown after the test. The eprom will send Ack on reset received from the PC by RS232    Slip warning fixed.Address 78 [Load regulating during brake test]The Address has changed. 0: No (Default) 	- “before Yes”	1: Yes 		- “before No”
Belgien;11-06-2009;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.00.32;Problem with F1 button;P9.95 L1;(Only L1)---The printout for the Danish car inspection has changed. -	The ovality reference has change from ex. 30% -> +/-15%.-	The total test deceleration is removed.Corrections in the P0 calculation “Only DK”Acceleration due to gravity is change from 0.0982 to 0.0981.  ---When going into service mode, the X200 will start sending realtime data to the PC every 50mS. It was very difficult to adjust the weight from the PC screen with sending data only every 200mS.A standard BM Source Code Cleaning is done to get more space :o).
Canada;11-06-2009;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.00.32;Problem with F1 button;P9.94B L2;NxPeak filter is now added to the live calculation of imbalance.Address 177 is added [Max CLS Load] 0: Not active1 – 15: Active (example 6=6000kg).The default values of following addresses have changed:Address 202 = 30 to 25Address 216 = 30 to 40Address 219 = 50 to 75Code optimization for saving space!Retest function added. After testing an axle, press F1+0 and use the arrow up/down to select the correct axle. New special printout is made for NZ. For NZ the total deceleration for both service and parking will be shown after the test. The eprom will send Ack on reset received from the PC by RS232    Slip warning fixed.Address 78 [Load regulating during brake test]The Address has changed. 0: No (Default) 	- “before Yes”	1: Yes 		- “before No”
Czech;11-06-2009;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.00.32;Problem with F1 button;P9.95 L1;(Only L1)---The printout for the Danish car inspection has changed. -	The ovality reference has change from ex. 30% -> +/-15%.-	The total test deceleration is removed.Corrections in the P0 calculation “Only DK”Acceleration due to gravity is change from 0.0982 to 0.0981.  ---When going into service mode, the X200 will start sending realtime data to the PC every 50mS. It was very difficult to adjust the weight from the PC screen with sending data only every 200mS.A standard BM Source Code Cleaning is done to get more space :o).
Danmark;11-06-2009;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.00.32;Problem with F1 button;P9.95 L1;(Only L1)---The printout for the Danish car inspection has changed. -	The ovality reference has change from ex. 30% -> +/-15%.-	The total test deceleration is removed.Corrections in the P0 calculation “Only DK”Acceleration due to gravity is change from 0.0982 to 0.0981.  ---When going into service mode, the X200 will start sending realtime data to the PC every 50mS. It was very difficult to adjust the weight from the PC screen with sending data only every 200mS.A standard BM Source Code Cleaning is done to get more space :o).
England;11-06-2009;SLP / LHL;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.00.32;Problem with F1 button;P9.94B L2;NxPeak filter is now added to the live calculation of imbalance.Address 177 is added [Max CLS Load] 0: Not active1 – 15: Active (example 6=6000kg).The default values of following addresses have changed:Address 202 = 30 to 25Address 216 = 30 to 40Address 219 = 50 to 75Code optimization for saving space!Retest function added. After testing an axle, press F1+0 and use the arrow up/down to select the correct axle. New special printout is made for NZ. For NZ the total deceleration for both service and parking will be shown after the test. The eprom will send Ack on reset received from the PC by RS232    Slip warning fixed.Address 78 [Load regulating during brake test]The Address has changed. 0: No (Default) 	- “before Yes”	1: Yes 		- “before No”
Frankrig;11-06-2009;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.00.32;Problem with F1 button;P9.95 L1;(Only L1)---The printout for the Danish car inspection has changed. -	The ovality reference has change from ex. 30% -> +/-15%.-	The total test deceleration is removed.Corrections in the P0 calculation “Only DK”Acceleration due to gravity is change from 0.0982 to 0.0981.  ---When going into service mode, the X200 will start sending realtime data to the PC every 50mS. It was very difficult to adjust the weight from the PC screen with sending data only every 200mS.A standard BM Source Code Cleaning is done to get more space :o).
Færøerne;11-06-2009;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.00.32;Problem with F1 button;P9.95 L1;(Only L1)---The printout for the Danish car inspection has changed. -	The ovality reference has change from ex. 30% -> +/-15%.-	The total test deceleration is removed.Corrections in the P0 calculation “Only DK”Acceleration due to gravity is change from 0.0982 to 0.0981.  ---When going into service mode, the X200 will start sending realtime data to the PC every 50mS. It was very difficult to adjust the weight from the PC screen with sending data only every 200mS.A standard BM Source Code Cleaning is done to get more space :o).
Holland;11-06-2009;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.00.32;Problem with F1 button;P9.95 L1;(Only L1)---The printout for the Danish car inspection has changed. -	The ovality reference has change from ex. 30% -> +/-15%.-	The total test deceleration is removed.Corrections in the P0 calculation “Only DK”Acceleration due to gravity is change from 0.0982 to 0.0981.  ---When going into service mode, the X200 will start sending realtime data to the PC every 50mS. It was very difficult to adjust the weight from the PC screen with sending data only every 200mS.A standard BM Source Code Cleaning is done to get more space :o).
Hong-Kong;11-06-2009;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.00.32;Problem with F1 button;P9.94B L2;NxPeak filter is now added to the live calculation of imbalance.Address 177 is added [Max CLS Load] 0: Not active1 – 15: Active (example 6=6000kg).The default values of following addresses have changed:Address 202 = 30 to 25Address 216 = 30 to 40Address 219 = 50 to 75Code optimization for saving space!Retest function added. After testing an axle, press F1+0 and use the arrow up/down to select the correct axle. New special printout is made for NZ. For NZ the total deceleration for both service and parking will be shown after the test. The eprom will send Ack on reset received from the PC by RS232    Slip warning fixed.Address 78 [Load regulating during brake test]The Address has changed. 0: No (Default) 	- “before Yes”	1: Yes 		- “before No”
Irland;11-06-2009;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.00.32;Problem with F1 button;P9.94B L2;NxPeak filter is now added to the live calculation of imbalance.Address 177 is added [Max CLS Load] 0: Not active1 – 15: Active (example 6=6000kg).The default values of following addresses have changed:Address 202 = 30 to 25Address 216 = 30 to 40Address 219 = 50 to 75Code optimization for saving space!Retest function added. After testing an axle, press F1+0 and use the arrow up/down to select the correct axle. New special printout is made for NZ. For NZ the total deceleration for both service and parking will be shown after the test. The eprom will send Ack on reset received from the PC by RS232    Slip warning fixed.Address 78 [Load regulating during brake test]The Address has changed. 0: No (Default) 	- “before Yes”	1: Yes 		- “before No”
Israel;11-06-2009;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.00.32;Problem with F1 button;P9.94B L2;NxPeak filter is now added to the live calculation of imbalance.Address 177 is added [Max CLS Load] 0: Not active1 – 15: Active (example 6=6000kg).The default values of following addresses have changed:Address 202 = 30 to 25Address 216 = 30 to 40Address 219 = 50 to 75Code optimization for saving space!Retest function added. After testing an axle, press F1+0 and use the arrow up/down to select the correct axle. New special printout is made for NZ. For NZ the total deceleration for both service and parking will be shown after the test. The eprom will send Ack on reset received from the PC by RS232    Slip warning fixed.Address 78 [Load regulating during brake test]The Address has changed. 0: No (Default) 	- “before Yes”	1: Yes 		- “before No”
Italien;11-06-2009;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.00.32;Problem with F1 button;P9.95 L1;(Only L1)---The printout for the Danish car inspection has changed. -	The ovality reference has change from ex. 30% -> +/-15%.-	The total test deceleration is removed.Corrections in the P0 calculation “Only DK”Acceleration due to gravity is change from 0.0982 to 0.0981.  ---When going into service mode, the X200 will start sending realtime data to the PC every 50mS. It was very difficult to adjust the weight from the PC screen with sending data only every 200mS.A standard BM Source Code Cleaning is done to get more space :o).
Letland;11-06-2009;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.00.32;Problem with F1 button;P9.95 L1;(Only L1)---The printout for the Danish car inspection has changed. -	The ovality reference has change from ex. 30% -> +/-15%.-	The total test deceleration is removed.Corrections in the P0 calculation “Only DK”Acceleration due to gravity is change from 0.0982 to 0.0981.  ---When going into service mode, the X200 will start sending realtime data to the PC every 50mS. It was very difficult to adjust the weight from the PC screen with sending data only every 200mS.A standard BM Source Code Cleaning is done to get more space :o).
Litauen;11-06-2009;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.00.32;Problem with F1 button;P9.94B L2;NxPeak filter is now added to the live calculation of imbalance.Address 177 is added [Max CLS Load] 0: Not active1 – 15: Active (example 6=6000kg).The default values of following addresses have changed:Address 202 = 30 to 25Address 216 = 30 to 40Address 219 = 50 to 75Code optimization for saving space!Retest function added. After testing an axle, press F1+0 and use the arrow up/down to select the correct axle. New special printout is made for NZ. For NZ the total deceleration for both service and parking will be shown after the test. The eprom will send Ack on reset received from the PC by RS232    Slip warning fixed.Address 78 [Load regulating during brake test]The Address has changed. 0: No (Default) 	- “before Yes”	1: Yes 		- “before No”
New-Zealand;11-06-2009;KGS;2.00;;D920M;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.00.32;Problem with F1 button;P9.94B L2;NxPeak filter is now added to the live calculation of imbalance.Address 177 is added [Max CLS Load] 0: Not active1 – 15: Active (example 6=6000kg).The default values of following addresses have changed:Address 202 = 30 to 25Address 216 = 30 to 40Address 219 = 50 to 75Code optimization for saving space!Retest function added. After testing an axle, press F1+0 and use the arrow up/down to select the correct axle. New special printout is made for NZ. For NZ the total deceleration for both service and parking will be shown after the test. The eprom will send Ack on reset received from the PC by RS232    Slip warning fixed.Address 78 [Load regulating during brake test]The Address has changed. 0: No (Default) 	- “before Yes”	1: Yes 		- “before No”
Norge;11-06-2009;KGS;2.00;;D920P / F14.27;;RC9.11;9.11 Der kan nu vælges om der skal bruges stjerne/trekant eller direkte start via lus;V8.00.32;Problem with F1 button;P9.75.L4;
